FileOrder,ModelName,ModelPath,ModelChecker,PatternType,1_NoError,1_ExtTT,1_VerifT,1_TotalT,2_NoError,2_ExtTT,2_VerifT,2_TotalT,3_NoError,3_ExtTT,3_VerifT,3_TotalT,Avg_ExtTT,Avg_VerifT,Avg_TotalT,PropOfNoError
11,011_BIOMD0000000485.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/011_BIOMD0000000485.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,30734388883,1774804046,32509192929,true,30884792022,1796926093,32681718115,true,30949070455,1763285520,32712355975,3.0856083786666668E10,1.778338553E9,3.2634422339666668E10,1.0
12,012_BIOMD0000000458.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/012_BIOMD0000000458.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4031762525,4031762525,true,null,4066750014,4066750014,true,null,4007727588,4007727588,0.0,4.0354133756666665E9,4.0354133756666665E9,1.0
12,012_BIOMD0000000458.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/012_BIOMD0000000458.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,28603071394,229788883,28832860277,true,28765598469,219965367,28985563836,true,28384143996,213826108,28597970104,2.8584271286333332E10,2.2119345266666666E8,2.8805464739E10,1.0
13,013_BIOMD0000000425.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/013_BIOMD0000000425.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3935195780,3935195780,true,null,3887828203,3887828203,true,null,4110109780,4110109780,0.0,3.9777112543333335E9,3.9777112543333335E9,1.0
13,013_BIOMD0000000425.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/013_BIOMD0000000425.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,29421623250,1098259446,30519882696,true,29507775757,1155687644,30663463401,true,29301760268,1104378920,30406139188,2.9410386425E10,1.1194420033333333E9,3.0529828428333332E10,1.0
14,015_BIOMD0000000420.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/015_BIOMD0000000420.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3968448061,3968448061,true,null,3991673376,3991673376,true,null,4098681836,4098681836,0.0,4.019601091E9,4.019601091E9,1.0
14,015_BIOMD0000000420.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/015_BIOMD0000000420.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,29542324426,774454170,30316778596,true,29767949674,749492908,30517442582,true,29643987927,760712404,30404700331,2.9651420675666668E10,7.615531606666666E8,3.0412973836333332E10,1.0
15,014_BIOMD0000000421.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/014_BIOMD0000000421.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3963798548,3963798548,true,null,4041477327,4041477327,true,null,3981162899,3981162899,0.0,3.9954795913333335E9,3.9954795913333335E9,1.0
15,014_BIOMD0000000421.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/014_BIOMD0000000421.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,29654843181,742141701,30396984882,true,29385911787,769240783,30155152570,true,29335198337,826478776,30161677113,2.9458651101666668E10,7.792870866666666E8,3.0237938188333332E10,1.0
16,016_BIOMD0000000558.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/016_BIOMD0000000558.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4067627092,4067627092,true,null,4028384818,4028384818,true,null,4286529069,4286529069,0.0,4.1275136596666665E9,4.1275136596666665E9,1.0
16,016_BIOMD0000000558.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/016_BIOMD0000000558.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,29419006462,908218401,30327224863,true,29639334977,769754571,30409089548,true,29538449166,749110653,30287559819,2.9532263535E10,8.09027875E8,3.034129141E10,1.0
17,018_BIOMD0000000553.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/018_BIOMD0000000553.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4107547262,4107547262,true,null,4119513409,4119513409,true,null,3961604566,3961604566,0.0,4.0628884123333335E9,4.0628884123333335E9,1.0
17,018_BIOMD0000000553.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/018_BIOMD0000000553.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,30963922548,1161359942,32125282490,true,30705795464,1105465944,31811261408,true,30975451607,1121282088,32096733695,3.0881723206333332E10,1.1293693246666667E9,3.2011092531E10,1.0
18,017_BIOMD0000000552.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/017_BIOMD0000000552.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4129979930,4129979930,true,null,4036739984,4036739984,true,null,3780413914,3780413914,0.0,3.9823779426666665E9,3.9823779426666665E9,1.0
18,017_BIOMD0000000552.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/017_BIOMD0000000552.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,31091175893,1117415974,32208591867,true,31021004414,1120072133,32141076547,true,30733965833,1104320933,31838286766,3.094871538E10,1.1139363466666667E9,3.2062651726666668E10,1.0
19,020_BIOMD0000000385.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/020_BIOMD0000000385.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3967538489,3967538489,true,null,3897525134,3897525134,true,null,3951128879,3951128879,0.0,3.938730834E9,3.938730834E9,1.0
19,020_BIOMD0000000385.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/020_BIOMD0000000385.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,31519969214,898862140,32418831354,true,31590097073,876992649,32467089722,true,31370478645,880319259,32250797904,3.1493514977333332E10,8.853913493333334E8,3.2378906326666668E10,1.0
20,021_BIOMD0000000386.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/021_BIOMD0000000386.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3926981937,3926981937,true,null,3856637549,3856637549,true,null,3798769011,3798769011,0.0,3.8607961656666665E9,3.8607961656666665E9,1.0
20,021_BIOMD0000000386.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/021_BIOMD0000000386.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,31336260375,900722084,32236982459,true,31472451521,897634135,32370085656,true,31436757159,899662530,32336419689,3.1415156351666668E10,8.99339583E8,3.2314495934666668E10,1.0
21,019_BIOMD0000000384.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/019_BIOMD0000000384.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3941421621,3941421621,true,null,3991193012,3991193012,true,null,3884880810,3884880810,0.0,3.9391651476666665E9,3.9391651476666665E9,1.0
21,019_BIOMD0000000384.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/019_BIOMD0000000384.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,31377267931,908450960,32285718891,true,31550584698,896492583,32447077281,true,31405353124,891221406,32296574530,3.1444401917666668E10,8.987216496666666E8,3.2343123567333332E10,1.0
22,022_BIOMD0000000383.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/022_BIOMD0000000383.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3807544605,3807544605,true,null,3817607037,3817607037,true,null,3805373490,3805373490,0.0,3.810175044E9,3.810175044E9,1.0
22,022_BIOMD0000000383.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/022_BIOMD0000000383.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,31283133868,913439318,32196573186,true,31451726310,1030989072,32482715382,true,31448297587,1038004153,32486301740,3.1394385921666668E10,9.94144181E8,3.2388530102666668E10,1.0
23,023_BIOMD0000000292.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/023_BIOMD0000000292.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4043585454,4043585454,true,null,4203989022,4203989022,true,null,4118220671,4118220671,0.0,4.1219317156666665E9,4.1219317156666665E9,1.0
23,023_BIOMD0000000292.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/023_BIOMD0000000292.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,32266092559,1109528781,33375621340,true,32528504580,1132524406,33661028986,true,32206427065,1120006512,33326433577,3.2333674734666668E10,1.1206865663333333E9,3.3454361301E10,1.0
24,024_BIOMD0000000387.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/024_BIOMD0000000387.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3781596611,3781596611,true,null,3811512388,3811512388,true,null,3859480481,3859480481,0.0,3.8175298266666665E9,3.8175298266666665E9,1.0
24,024_BIOMD0000000387.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/024_BIOMD0000000387.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,30312782226,215344434,30528126660,true,30350324483,210043254,30560367737,true,30527588985,212233276,30739822261,3.0396898564666668E10,2.1254032133333334E8,3.0609438886E10,1.0
25,025_BIOMD0000000454.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/025_BIOMD0000000454.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4292225197,4292225197,true,null,4196901246,4196901246,true,null,4202562018,4202562018,0.0,4.2305628203333335E9,4.2305628203333335E9,1.0
25,025_BIOMD0000000454.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/025_BIOMD0000000454.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,32541194254,886881581,33428075835,true,32817799795,906106599,33723906394,true,32871521380,896510926,33768032306,3.2743505143E10,8.96499702E8,3.3640004845E10,1.0
26,026_BIOMD0000000601.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/026_BIOMD0000000601.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,2265810002,2265810002,true,null,2225892491,2225892491,true,null,2289595311,2289595311,0.0,2.2604326013333335E9,2.2604326013333335E9,1.0
26,026_BIOMD0000000601.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/026_BIOMD0000000601.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,2346780473,217096676,2563877149,true,2346217919,221105187,2567323106,true,2324620440,209357609,2533978049,2.3392062773333335E9,2.1585315733333334E8,2.5550594346666665E9,1.0
27,027_BIOMD0000000507.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/027_BIOMD0000000507.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4139066690,4139066690,true,null,4033454132,4033454132,true,null,4224950750,4224950750,0.0,4.132490524E9,4.132490524E9,1.0
27,027_BIOMD0000000507.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/027_BIOMD0000000507.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,30258674263,784399777,31043074040,true,30172225655,754985340,30927210995,true,29798745142,779749568,30578494710,3.0076548353333332E10,7.73044895E8,3.0849593248333332E10,1.0
28,028_BIOMD0000000546.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/028_BIOMD0000000546.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,2230299707,2230299707,true,null,2173218204,2173218204,true,null,2214787815,2214787815,0.0,2.2061019086666665E9,2.2061019086666665E9,1.0
28,028_BIOMD0000000546.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/028_BIOMD0000000546.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,2773324261,348812373,3122136634,true,2710579102,340712904,3051292006,true,2721885096,343117174,3065002270,2.7352628196666665E9,3.442141503333333E8,3.07947697E9,1.0
29,029_BIOMD0000000455.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/029_BIOMD0000000455.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4270556688,4270556688,true,null,4316153651,4316153651,true,null,4275647431,4275647431,0.0,4.28745259E9,4.28745259E9,1.0
29,029_BIOMD0000000455.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/029_BIOMD0000000455.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,3573265591,357503208,3930768799,true,3557427237,360880428,3918307665,true,3504455170,365563577,3870018747,3.5450493326666665E9,3.613157376666667E8,3.9063650703333335E9,1.0
30,030_BIOMD0000000487.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/030_BIOMD0000000487.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4990699426,4990699426,true,null,4880626041,4880626041,true,null,4753881283,4753881283,0.0,4.875068916666667E9,4.875068916666667E9,1.0
30,030_BIOMD0000000487.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/030_BIOMD0000000487.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,32357175303,1098335716,33455511019,true,32433936961,1095244898,33529181859,true,32609160412,1124035018,33733195430,3.2466757558666668E10,1.1058718773333333E9,3.3572629436E10,1.0
31,031_BIOMD0000000419.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/031_BIOMD0000000419.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4080942864,4080942864,true,null,4310117464,4310117464,true,null,3970505526,3970505526,0.0,4.1205219513333335E9,4.1205219513333335E9,1.0
31,031_BIOMD0000000419.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/031_BIOMD0000000419.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,30220922081,669092398,30890014479,true,30119506403,624799233,30744305636,true,30048192980,622296475,30670489455,3.0129540488E10,6.387293686666666E8,3.0768269856666668E10,1.0
32,032_BIOMD0000000573.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/032_BIOMD0000000573.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,3965118881,3965118881,true,null,4018575645,4018575645,true,null,3986205304,3986205304,0.0,3.98996661E9,3.98996661E9,1.0
32,032_BIOMD0000000573.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/032_BIOMD0000000573.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,29554256832,578508126,30132764958,true,29740507038,588817519,30329324557,true,29908794764,574727659,30483522423,2.9734519544666668E10,5.806844346666666E8,3.0315203979333332E10,1.0
33,033_BIOMD0000000520.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/033_BIOMD0000000520.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,2478635803,2478635803,true,null,2580627510,2580627510,true,null,2584017600,2584017600,0.0,2.5477603043333335E9,2.5477603043333335E9,1.0
33,033_BIOMD0000000520.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/033_BIOMD0000000520.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,3631256633,394933529,4026190162,true,3659385454,459333757,4118719211,true,3668157930,383140659,4051298589,3.652933339E9,4.12469315E8,4.065402654E9,1.0
34,034_BIOMD0000000519.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/034_BIOMD0000000519.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,2433351534,2433351534,true,null,2539823718,2539823718,true,null,2546555041,2546555041,0.0,2.5065767643333335E9,2.5065767643333335E9,1.0
34,034_BIOMD0000000519.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/034_BIOMD0000000519.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,3636247517,448793041,4085040558,true,3675233627,357084097,4032317724,true,3691104352,444509759,4135614111,3.6675284986666665E9,4.167956323333333E8,4.084324131E9,1.0
35,035_BIOMD0000000493.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/035_BIOMD0000000493.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4233036952,4233036952,true,null,4265719082,4265719082,true,null,4441212678,4441212678,0.0,4.313322904E9,4.313322904E9,1.0
35,035_BIOMD0000000493.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/035_BIOMD0000000493.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,30160119117,620142819,30780261936,true,30011910686,630521957,30642432643,true,30161535889,609143058,30770678947,3.0111188564E10,6.199359446666666E8,3.0731124508666668E10,1.0
36,036_BIOMD0000000456.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/036_BIOMD0000000456.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4274891113,4274891113,true,null,4387935204,4387935204,true,null,4261164667,4261164667,0.0,4.307996994666667E9,4.307996994666667E9,1.0
36,036_BIOMD0000000456.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/036_BIOMD0000000456.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,32622880999,706998466,33329879465,true,32934165980,702251737,33636417717,true,32883227047,713358771,33596585818,3.2813424675333332E10,7.075363246666666E8,3.3520961E10,1.0
37,037_BIOMD0000000390.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/037_BIOMD0000000390.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4750394014,4750394014,true,null,5089757495,5089757495,true,null,4841611814,4841611814,0.0,4.893921107666667E9,4.893921107666667E9,1.0
37,037_BIOMD0000000390.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/037_BIOMD0000000390.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,13779875091,453190223,14233065314,true,13815946459,407218662,14223165121,true,13804051656,401843279,14205894935,1.3799957735333334E10,4.207507213333333E8,1.4220708456666666E10,1.0
38,038_BIOMD0000000438.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/038_BIOMD0000000438.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,2292611508,2292611508,true,null,2155023295,2155023295,true,null,2232367455,2232367455,0.0,2.2266674193333335E9,2.2266674193333335E9,1.0
38,038_BIOMD0000000438.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/038_BIOMD0000000438.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,3080438562,356042916,3436481478,true,3072125009,369764994,3441890003,true,3073771767,373162216,3446933983,3.0754451126666665E9,3.663233753333333E8,3.441768488E9,1.0
39,039_BIOMD0000000556.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/039_BIOMD0000000556.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,1792345744,1792345744,true,null,1913246709,1913246709,true,null,1827768481,1827768481,0.0,1.8444536446666667E9,1.8444536446666667E9,1.0
39,039_BIOMD0000000556.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/039_BIOMD0000000556.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,29408157553,567526296,29975683849,true,29493367300,571372641,30064739941,true,29573784660,586938780,30160723440,2.9491769837666668E10,5.75279239E8,3.0067049076666668E10,1.0
40,040_BIOMD0000000415.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/040_BIOMD0000000415.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,2061776537,2061776537,true,null,2107467761,2107467761,true,null,2141426337,2141426337,0.0,2.1035568783333333E9,2.1035568783333333E9,1.0
40,040_BIOMD0000000415.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/040_BIOMD0000000415.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,1830158356,409775226,2239933582,true,1829716767,383510243,2213227010,true,1815333538,404938616,2220272154,1.8250695536666667E9,3.994080283333333E8,2.224477582E9,1.0
41,041_BIOMD0000000462.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/041_BIOMD0000000462.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,4477040479,4477040479,true,null,4335975442,4335975442,true,null,4520898358,4520898358,0.0,4.444638093E9,4.444638093E9,1.0
41,041_BIOMD0000000462.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/041_BIOMD0000000462.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,29946238969,365416411,30311655380,true,29790252512,373130071,30163382583,true,29802567650,357074384,30159642034,2.9846353043666668E10,3.652069553333333E8,3.0211559999E10,1.0
42,042_BIOMD0000000388.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/042_BIOMD0000000388.xml.mcp.sbml,PLASMA,WithProbSTEADY_STATE,true,null,2590780847,2590780847,true,null,2748550071,2748550071,true,null,2532936308,2532936308,0.0,2.6240890753333335E9,2.6240890753333335E9,1.0
42,042_BIOMD0000000388.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/042_BIOMD0000000388.xml.mcp.sbml,MC2,WithProbSTEADY_STATE,true,6941800974,357844847,7299645821,true,6894236507,361561855,7255798362,true,6840720954,348884863,7189605817,6.892252811666667E9,3.560971883333333E8,7.24835E9,1.0
