FileOrder,ModelName,ModelPath,ModelChecker,PatternType,1_NoError,1_ExtTT,1_VerifT,1_TotalT,2_NoError,2_ExtTT,2_VerifT,2_TotalT,3_NoError,3_ExtTT,3_VerifT,3_TotalT,Avg_ExtTT,Avg_VerifT,Avg_TotalT,PropOfNoError
4,004_BIOMD0000000567.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/004_BIOMD0000000567.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
4,004_BIOMD0000000567.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/004_BIOMD0000000567.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1818459141,1818459141,true,null,1885914196,1885914196,true,null,1721154497,1721154497,0.0,1.808509278E9,1.808509278E9,1.0
4,004_BIOMD0000000567.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/004_BIOMD0000000567.xml.mcp.sbml,YMER,WithProbNEVER,true,null,5460335,5460335,true,null,3284952,3284952,true,null,2964358,2964358,0.0,3903215.0,3903215.0,1.0
4,004_BIOMD0000000567.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/004_BIOMD0000000567.xml.mcp.sbml,MC2,WithProbNEVER,true,31423738097,1782351890,33206089987,true,31163796819,1796134129,32959930948,true,31101577633,1914602123,33016179756,3.1229704183E10,1.8310293806666667E9,3.3060733563666668E10,1.0
5,005_BIOMD0000000418.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/005_BIOMD0000000418.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
5,005_BIOMD0000000418.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/005_BIOMD0000000418.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,3866119446,3866119446,true,null,3968583084,3968583084,true,null,3954588822,3954588822,0.0,3.929763784E9,3.929763784E9,1.0
5,005_BIOMD0000000418.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/005_BIOMD0000000418.xml.mcp.sbml,YMER,WithProbNEVER,true,null,697876492,697876492,true,null,691049580,691049580,true,null,694955208,694955208,0.0,6.946270933333334E8,6.946270933333334E8,1.0
5,005_BIOMD0000000418.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/005_BIOMD0000000418.xml.mcp.sbml,MC2,WithProbNEVER,true,29427106410,1106019944,30533126354,true,29306546164,1116805061,30423351225,true,29425393958,1103668883,30529062841,2.9386348844E10,1.108831296E9,3.049518014E10,1.0
6,006_BIOMD0000000417.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/006_BIOMD0000000417.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
6,006_BIOMD0000000417.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/006_BIOMD0000000417.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,4027672553,4027672553,true,null,3872549065,3872549065,true,null,4069099920,4069099920,0.0,3.989773846E9,3.989773846E9,1.0
6,006_BIOMD0000000417.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/006_BIOMD0000000417.xml.mcp.sbml,YMER,WithProbNEVER,true,null,741174651,741174651,true,null,687534905,687534905,true,null,693829544,693829544,0.0,7.075130333333334E8,7.075130333333334E8,1.0
6,006_BIOMD0000000417.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/006_BIOMD0000000417.xml.mcp.sbml,MC2,WithProbNEVER,true,29371350377,1156757623,30528108000,true,29401901551,1102163476,30504065027,true,29298080562,1099791434,30397871996,2.935711083E10,1.1195708443333333E9,3.0476681674333332E10,1.0
7,007_BIOMD0000000414.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/007_BIOMD0000000414.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
7,007_BIOMD0000000414.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/007_BIOMD0000000414.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,3952238124,3952238124,true,null,3833691990,3833691990,true,null,3933601990,3933601990,0.0,3.9065107013333335E9,3.9065107013333335E9,1.0
7,007_BIOMD0000000414.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/007_BIOMD0000000414.xml.mcp.sbml,YMER,WithProbNEVER,true,null,878873504,878873504,true,null,777830475,777830475,true,null,791577592,791577592,0.0,8.16093857E8,8.16093857E8,1.0
7,007_BIOMD0000000414.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/007_BIOMD0000000414.xml.mcp.sbml,MC2,WithProbNEVER,true,29645558825,1121578047,30767136872,true,29508581416,1118471792,30627053208,true,29794606073,1126425064,30921031137,2.9649582104666668E10,1.122158301E9,3.0771740405666668E10,1.0
8,010_BIOMD0000000459.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/010_BIOMD0000000459.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1481156726,1481156726,true,null,1490216463,1490216463,true,null,1449342784,1449342784,0.0,1.473571991E9,1.473571991E9,1.0
8,010_BIOMD0000000459.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/010_BIOMD0000000459.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1881423048,1881423048,true,null,1841488713,1841488713,true,null,1912761474,1912761474,0.0,1.878557745E9,1.878557745E9,1.0
8,010_BIOMD0000000459.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/010_BIOMD0000000459.xml.mcp.sbml,YMER,WithProbNEVER,true,null,11634959,11634959,true,null,12984145,12984145,true,null,14291929,14291929,0.0,1.2970344333333334E7,1.2970344333333334E7,1.0
8,010_BIOMD0000000459.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/010_BIOMD0000000459.xml.mcp.sbml,MC2,WithProbNEVER,true,29595287938,831052924,30426340862,true,29037353041,816349119,29853702160,true,29332736291,829754308,30162490599,2.9321792423333332E10,8.257187836666666E8,3.0147511207E10,1.0
9,009_BIOMD0000000460.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/009_BIOMD0000000460.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1470258677,1470258677,true,null,1459920266,1459920266,true,null,1480489744,1480489744,0.0,1.4702228956666667E9,1.4702228956666667E9,1.0
9,009_BIOMD0000000460.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/009_BIOMD0000000460.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1774933451,1774933451,true,null,1762691163,1762691163,true,null,1840229147,1840229147,0.0,1.7926179203333333E9,1.7926179203333333E9,1.0
9,009_BIOMD0000000460.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/009_BIOMD0000000460.xml.mcp.sbml,YMER,WithProbNEVER,true,null,12689326,12689326,true,null,13058619,13058619,true,null,14898948,14898948,0.0,1.3548964333333334E7,1.3548964333333334E7,1.0
9,009_BIOMD0000000460.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/009_BIOMD0000000460.xml.mcp.sbml,MC2,WithProbNEVER,true,28945881784,821609438,29767491222,true,29200865031,816207942,30017072973,true,29474220544,848640727,30322861271,2.9206989119666668E10,8.28819369E8,3.0035808488666668E10,1.0
10,008_BIOMD0000000461.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/008_BIOMD0000000461.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1462822750,1462822750,true,null,1464231644,1464231644,true,null,1460037845,1460037845,0.0,1.4623640796666667E9,1.4623640796666667E9,1.0
10,008_BIOMD0000000461.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/008_BIOMD0000000461.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1746979283,1746979283,true,null,1849386669,1849386669,true,null,1835498576,1835498576,0.0,1.8106215093333333E9,1.8106215093333333E9,1.0
10,008_BIOMD0000000461.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/008_BIOMD0000000461.xml.mcp.sbml,YMER,WithProbNEVER,true,null,15467411,15467411,true,null,15619388,15619388,true,null,14997633,14997633,0.0,1.5361477333333334E7,1.5361477333333334E7,1.0
10,008_BIOMD0000000461.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/008_BIOMD0000000461.xml.mcp.sbml,MC2,WithProbNEVER,true,29098172939,812382805,29910555744,true,29521565214,808379146,30329944360,true,29160063435,858690227,30018753662,2.9259933862666668E10,8.264840593333334E8,3.0086417922E10,1.0
11,011_BIOMD0000000485.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/011_BIOMD0000000485.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1463213851,1463213851,true,null,1484115662,1484115662,true,null,1515407246,1515407246,0.0,1.4875789196666667E9,1.4875789196666667E9,1.0
11,011_BIOMD0000000485.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/011_BIOMD0000000485.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1790327353,1790327353,true,null,1790250242,1790250242,true,null,1851124945,1851124945,0.0,1.8105675133333333E9,1.8105675133333333E9,1.0
11,011_BIOMD0000000485.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/011_BIOMD0000000485.xml.mcp.sbml,YMER,WithProbNEVER,true,null,9006110,9006110,true,null,7018181,7018181,true,null,11706432,11706432,0.0,9243574.333333334,9243574.333333334,1.0
11,011_BIOMD0000000485.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/011_BIOMD0000000485.xml.mcp.sbml,MC2,WithProbNEVER,true,30731768873,1758544928,32490313801,true,31015763473,1748381980,32764145453,true,30497529754,1791518457,32289048211,3.0748354033333332E10,1.766148455E9,3.2514502488333332E10,1.0
12,012_BIOMD0000000458.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/012_BIOMD0000000458.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1478674306,1478674306,true,null,1466385393,1466385393,true,null,1458143189,1458143189,0.0,1.467734296E9,1.467734296E9,1.0
12,012_BIOMD0000000458.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/012_BIOMD0000000458.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1797374443,1797374443,true,null,1752083914,1752083914,true,null,1771630086,1771630086,0.0,1.7736961476666667E9,1.7736961476666667E9,1.0
12,012_BIOMD0000000458.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/012_BIOMD0000000458.xml.mcp.sbml,YMER,WithProbNEVER,true,null,14593806,14593806,true,null,15499021,15499021,true,null,11923832,11923832,0.0,1.4005553E7,1.4005553E7,1.0
12,012_BIOMD0000000458.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/012_BIOMD0000000458.xml.mcp.sbml,MC2,WithProbNEVER,true,28443677709,230306461,28673984170,true,28544650657,239033513,28783684170,true,28802538750,226347156,29028885906,2.8596955705333332E10,2.3189571E8,2.8828851415333332E10,1.0
13,013_BIOMD0000000425.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/013_BIOMD0000000425.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
13,013_BIOMD0000000425.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/013_BIOMD0000000425.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,4057070870,4057070870,true,null,3957883954,3957883954,true,null,4048209023,4048209023,0.0,4.0210546156666665E9,4.0210546156666665E9,1.0
13,013_BIOMD0000000425.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/013_BIOMD0000000425.xml.mcp.sbml,YMER,WithProbNEVER,true,null,1158634519,1158634519,true,null,1167524628,1167524628,true,null,1145937624,1145937624,0.0,1.1573655903333333E9,1.1573655903333333E9,1.0
13,013_BIOMD0000000425.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/013_BIOMD0000000425.xml.mcp.sbml,MC2,WithProbNEVER,true,29327171914,1108188520,30435360434,true,29331678970,1098056078,30429735048,true,29489129763,1093499512,30582629275,2.9382660215666668E10,1.0999147033333333E9,3.0482574919E10,1.0
14,015_BIOMD0000000420.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/015_BIOMD0000000420.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
14,015_BIOMD0000000420.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/015_BIOMD0000000420.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,3850572756,3850572756,true,null,3925596115,3925596115,true,null,3966762205,3966762205,0.0,3.9143103586666665E9,3.9143103586666665E9,1.0
14,015_BIOMD0000000420.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/015_BIOMD0000000420.xml.mcp.sbml,YMER,WithProbNEVER,true,null,1149724001,1149724001,true,null,1144400477,1144400477,true,null,1146906690,1146906690,0.0,1.1470103893333333E9,1.1470103893333333E9,1.0
14,015_BIOMD0000000420.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/015_BIOMD0000000420.xml.mcp.sbml,MC2,WithProbNEVER,true,29369862218,800334275,30170196493,true,29410982986,928887581,30339870567,true,29650488963,771330745,30421819708,2.9477111389E10,8.335175336666666E8,3.0310628922666668E10,1.0
15,014_BIOMD0000000421.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/014_BIOMD0000000421.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
15,014_BIOMD0000000421.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/014_BIOMD0000000421.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,3844149302,3844149302,true,null,4117108679,4117108679,true,null,4056326863,4056326863,0.0,4.0058616146666665E9,4.0058616146666665E9,1.0
15,014_BIOMD0000000421.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/014_BIOMD0000000421.xml.mcp.sbml,YMER,WithProbNEVER,true,null,1140338401,1140338401,true,null,1153269357,1153269357,true,null,1139128532,1139128532,0.0,1.14424543E9,1.14424543E9,1.0
15,014_BIOMD0000000421.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/014_BIOMD0000000421.xml.mcp.sbml,MC2,WithProbNEVER,true,29429383702,798655699,30228039401,true,29490325327,795158542,30285483869,true,29404443765,843093786,30247537551,2.9441384264666668E10,8.123026756666666E8,3.0253686940333332E10,1.0
16,016_BIOMD0000000558.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/016_BIOMD0000000558.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
16,016_BIOMD0000000558.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/016_BIOMD0000000558.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,3945612717,3945612717,true,null,3873359222,3873359222,true,null,3946175624,3946175624,0.0,3.9217158543333335E9,3.9217158543333335E9,1.0
16,016_BIOMD0000000558.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/016_BIOMD0000000558.xml.mcp.sbml,YMER,WithProbNEVER,true,null,1144607865,1144607865,true,null,1156776682,1156776682,true,null,1142630595,1142630595,0.0,1.1480050473333333E9,1.1480050473333333E9,1.0
16,016_BIOMD0000000558.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/016_BIOMD0000000558.xml.mcp.sbml,MC2,WithProbNEVER,true,29542793552,946612563,30489406115,true,29681206891,812721970,30493928861,true,29547972641,810940764,30358913405,2.9590657694666668E10,8.567584323333334E8,3.0447416127E10,1.0
17,018_BIOMD0000000553.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/018_BIOMD0000000553.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
17,018_BIOMD0000000553.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/018_BIOMD0000000553.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,3862503294,3862503294,true,null,3988769497,3988769497,true,null,4037157617,4037157617,0.0,3.962810136E9,3.962810136E9,1.0
17,018_BIOMD0000000553.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/018_BIOMD0000000553.xml.mcp.sbml,YMER,WithProbNEVER,true,null,891213830,891213830,true,null,864111267,864111267,true,null,863831961,863831961,0.0,8.730523526666666E8,8.730523526666666E8,1.0
17,018_BIOMD0000000553.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/018_BIOMD0000000553.xml.mcp.sbml,MC2,WithProbNEVER,true,30966724963,1134406647,32101131610,true,30960316732,1106893625,32067210357,true,30880142986,1111496632,31991639618,3.0935728227E10,1.117598968E9,3.2053327195E10,1.0
18,017_BIOMD0000000552.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/017_BIOMD0000000552.xml.mcp.sbml,PRISM,WithProbNEVER,false,null,null,0,false,null,null,0,false,null,null,0,null,null,null,0.0
18,017_BIOMD0000000552.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/017_BIOMD0000000552.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,4122723015,4122723015,true,null,3989741693,3989741693,true,null,4028803547,4028803547,0.0,4.0470894183333335E9,4.0470894183333335E9,1.0
18,017_BIOMD0000000552.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/017_BIOMD0000000552.xml.mcp.sbml,YMER,WithProbNEVER,true,null,874156198,874156198,true,null,868713178,868713178,true,null,878150282,878150282,0.0,8.736732193333334E8,8.736732193333334E8,1.0
18,017_BIOMD0000000552.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/017_BIOMD0000000552.xml.mcp.sbml,MC2,WithProbNEVER,true,30922094391,1119127107,32041221498,true,30805885117,1114648410,31920533527,true,30910844019,1126021641,32036865660,3.0879607842333332E10,1.119932386E9,3.1999540228333332E10,1.0
19,020_BIOMD0000000385.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/020_BIOMD0000000385.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1465241576,1465241576,true,null,1460848139,1460848139,true,null,1471028570,1471028570,0.0,1.465706095E9,1.465706095E9,1.0
19,020_BIOMD0000000385.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/020_BIOMD0000000385.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1794522462,1794522462,true,null,1860704980,1860704980,true,null,1773626514,1773626514,0.0,1.8096179853333333E9,1.8096179853333333E9,1.0
19,020_BIOMD0000000385.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/020_BIOMD0000000385.xml.mcp.sbml,YMER,WithProbNEVER,true,null,7561321,7561321,true,null,9697238,9697238,true,null,6458100,6458100,0.0,7905553.0,7905553.0,1.0
19,020_BIOMD0000000385.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/020_BIOMD0000000385.xml.mcp.sbml,MC2,WithProbNEVER,true,31552683725,1067803305,32620487030,true,31238960700,913638557,32152599257,true,31570359934,1085384919,32655744853,3.1454001453E10,1.0222755936666666E9,3.2476277046666668E10,1.0
20,021_BIOMD0000000386.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/021_BIOMD0000000386.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1504798096,1504798096,true,null,1457979239,1457979239,true,null,1458872516,1458872516,0.0,1.4738832836666667E9,1.4738832836666667E9,1.0
20,021_BIOMD0000000386.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/021_BIOMD0000000386.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1747435341,1747435341,true,null,1774099285,1774099285,true,null,1867363779,1867363779,0.0,1.7962994683333333E9,1.7962994683333333E9,1.0
20,021_BIOMD0000000386.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/021_BIOMD0000000386.xml.mcp.sbml,YMER,WithProbNEVER,true,null,8713818,8713818,true,null,6539286,6539286,true,null,9626462,9626462,0.0,8293188.666666667,8293188.666666667,1.0
20,021_BIOMD0000000386.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/021_BIOMD0000000386.xml.mcp.sbml,MC2,WithProbNEVER,true,31491039557,1106409472,32597449029,true,31344332473,1071268606,32415601079,true,31211727221,916772324,32128499545,3.1349033083666668E10,1.0314834673333334E9,3.2380516551E10,1.0
21,019_BIOMD0000000384.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/019_BIOMD0000000384.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1458280637,1458280637,true,null,1557327454,1557327454,true,null,1480512646,1480512646,0.0,1.4987069123333333E9,1.4987069123333333E9,1.0
21,019_BIOMD0000000384.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/019_BIOMD0000000384.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1749361655,1749361655,true,null,1796466386,1796466386,true,null,1762682732,1762682732,0.0,1.769503591E9,1.769503591E9,1.0
21,019_BIOMD0000000384.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/019_BIOMD0000000384.xml.mcp.sbml,YMER,WithProbNEVER,true,null,8444045,8444045,true,null,10863202,10863202,true,null,6071959,6071959,0.0,8459735.333333334,8459735.333333334,1.0
21,019_BIOMD0000000384.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/019_BIOMD0000000384.xml.mcp.sbml,MC2,WithProbNEVER,true,31404085900,919504812,32323590712,true,31412290537,894573170,32306863707,true,31414684066,905819377,32320503443,3.1410353501E10,9.06632453E8,3.2316985954E10,1.0
22,022_BIOMD0000000383.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/022_BIOMD0000000383.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1482312358,1482312358,true,null,1452733733,1452733733,true,null,1563033792,1563033792,0.0,1.499359961E9,1.499359961E9,1.0
22,022_BIOMD0000000383.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/022_BIOMD0000000383.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1844771951,1844771951,true,null,1786231675,1786231675,true,null,1783698652,1783698652,0.0,1.8049007593333333E9,1.8049007593333333E9,1.0
22,022_BIOMD0000000383.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/022_BIOMD0000000383.xml.mcp.sbml,YMER,WithProbNEVER,true,null,10691024,10691024,true,null,9278207,9278207,true,null,11126779,11126779,0.0,1.0365336666666666E7,1.0365336666666666E7,1.0
22,022_BIOMD0000000383.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/022_BIOMD0000000383.xml.mcp.sbml,MC2,WithProbNEVER,true,31409788338,910458242,32320246580,true,31555315294,941661651,32496976945,true,31690863560,919107605,32609971165,3.1551989064E10,9.237424993333334E8,3.2475731563333332E10,1.0
23,023_BIOMD0000000292.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/023_BIOMD0000000292.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1574600477,1574600477,true,null,1569823193,1569823193,true,null,1455425168,1455425168,0.0,1.533282946E9,1.533282946E9,1.0
23,023_BIOMD0000000292.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/023_BIOMD0000000292.xml.mcp.sbml,PLASMA,WithProbNEVER,true,null,1780499583,1780499583,true,null,1905308561,1905308561,true,null,1812173457,1812173457,0.0,1.8326605336666667E9,1.8326605336666667E9,1.0
23,023_BIOMD0000000292.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/023_BIOMD0000000292.xml.mcp.sbml,YMER,WithProbNEVER,true,null,10734754,10734754,true,null,8856175,8856175,true,null,12813158,12813158,0.0,1.0801362333333334E7,1.0801362333333334E7,1.0
23,023_BIOMD0000000292.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/023_BIOMD0000000292.xml.mcp.sbml,MC2,WithProbNEVER,true,32194771629,1118680610,33313452239,true,32307504699,1105752109,33413256808,true,32317034700,1252942804,33569977504,3.2273103676E10,1.1591251743333333E9,3.3432228850333332E10,1.0
24,024_BIOMD0000000387.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/024_BIOMD0000000387.xml.mcp.sbml,PRISM,WithProbNEVER,true,null,1461165248,1461165248,true,null,1516962553,1516962553,true,null,1473204654,1473204654,0.0,1.483777485E9,1.483777485E9,1.0
